post_number,confidence,full_source_sentence,current_category,proposed_category,rejection_reason,source_type,recovered_canonical_sentence
"2381","RED","[MUELLER] designed to ‘safeguard’ D_PARTY_BASE false narrative re: RUSSIA COLLUSION [POTUS CHEATED – EVIL – SKY FALLING] in effort to DIVIDE and MOBILIZE for future protests, riots, threats, violence, FF’s, etc.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2397","RED","[MUELLER] designed to ‘safeguard’ D_PARTY_BASE false narrative re: RUSSIA COLLUSION [POTUS CHEATED – EVIL – SKY FALLING] in effort to DIVIDE and MOBILIZE for future protests, riots, threats, violence, FF’s, etc.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2436","RED","We allowed EVIL to prey on us.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2436","RED","The evil and corruption only grew.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2450","RED","Those who are blind will soon see the light.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2451","RED","Your sacrifices will never be forgotten.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2452","RED","Your sacrifices will never be forgotten.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2453","RED","Your sacrifices will never be forgotten.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"2474","RED","SHEEP NO MORE!","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2480","RED","Your sacrifice(s) will never be forgotten.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2534","RED","When you are awake you can SEE CLEARLY.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2538","RED","Dark to Light.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2549","RED","When you are awake you can SEE CLEARLY.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2553","RED","EVIL has no place here.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2553","RED","POTUS FLOTUS not participating in this evil.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"2556","RED","People awake are what they FEAR THE MOST.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2559","RED","SHEEP NO MORE.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2568","RED","EVIL HAS NO PLACE HERE.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2571","RED","PUBLIC AWAKENING = GAME OVER","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2590","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2635","RED","DARK TO LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2640","RED","BLIND SHEEP FOLLOW.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2646","RED","CONTROLLED SUBMISSIVE SHEEP.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2648","RED","Public awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2660","RED","Public awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"2681","RED","spill +30] -Meeting w/ NK > DENUC plan/process > sanctions lift meets subj A, B food for people (aid) UK/AUS narrative shift re: in_country spy campaign v. POTUS (hops 1 to 2; 2 to 3; 3 to 4; 4 to target) -D sky is falling push to public (scare to control)(projection) -Public Awakening -Narrative damage control -Placeholders active -Wall discussion end (public awareness of D's) -Red/Green Castle per orig plan Dark to Light.","Light / darkness metaphor; Awake / awakening language","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2683","RED","Sheep no more.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2684","RED","Dark to Light.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2730","RED","We are forever grateful for his service & sacrifice to this Country.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2732","RED","Dark to Light.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2751","RED","Good v Evil","Good versus evil; Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2756","RED","Prior to the black pop awakening?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2756","RED","When you are awake we can see clearly.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2757","RED","Prior to the black pop awakening?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"2757","RED","When you are awake we can see clearly.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"2788","RED","WHEN YOU ARE STRONG YOU ARE AWAKE.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2816","RED","There is EVIL in this world.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2830","RED","“When you can't make them see the light, make them feel the heat.” –","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2879","RED","Evil trying to prevent #TRUTH from spreading?","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"2888","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2894","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2896","RED","These people are SICK & EVIL.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2897","RED","How can anyone support such EVIL?","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2901","RED","Propaganda arm [FAKE NEWS MEDIA] of the D party prevent-limit 'sheep (you)' from learning the TRUTH.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2917","RED","Pure evil.","Evil / moral language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2945","RED","Those who would normally hide in the shadows are forced into the LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2968","RED","Those awake can see clearly.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2987","RED","Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2994","RED","YOU, AWAKE, IS THEIR GREATEST FEAR.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3014","RED","DARK TO LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3028","RED","TALKING POINTS TO SATISFY LOONY LEFT [SHEEP DO NOT THINK FOR THEMSELVES] BASE?","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3038","RED","When you are awake, you stand on the outside of the stable (‘group-think’ collective), and have ‘free thought’.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3038","RED","When you are awake, you are able to clearly see.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3038","RED","Difficult truths will soon see the light of day.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3081","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3082","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3083","RED","These people are sick & evil.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3157","RED","Are you awake?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3176","RED","THINK FOR YOURSELF AND STOP BEING A SHEEP TO THEIR NARRATIVE.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3286","RED","SHEEP NO MORE.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3292","RED","YOUR SACRIFICE WILL NEVER BE FORGOTTEN.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3354","RED","D = the start of the mass awakening (WH, ABCs, State, Foreign, ……)","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3369","RED","The job of the media (90% owned by 6 corporations) is not to inform the public of TRUTH (using facts), but to con the public using falsehoods and opinion to paint a narrative that is designed to 'keep the sheep in-line' in order to maintain control and regain power.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3369","RED","PEOPLE AWAKE AND UNITED ENDS THEIR CONTROL (BRAINWASHING).","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3370","RED","When that is revealed those who doubted may see the light.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3396","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3399","RED","These people are EVIL.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3405","RED","FAKE NEWS keeps you asleep (sheep) and fixed in a pre_designed false reality (narrative).","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3409","RED","People UNITED & AWAKE is their BIGGEST FEAR.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3411","RED","Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3431","RED","Coincidence those mentioned in the past are now coming into the LIGHT?","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3437","RED","Do the 'SHEEP' follow?","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3441","RED","Sheep no more.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3464","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3474","RED","Projection does not work when WE, THE PEOPLE, are awake.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3476","RED","Difficult truths will soon see the light of day.","Light metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Text visible in attached screenshot of post #3038",""
"3507","RED","How do you attempt to keep the 'narrative' in play [control the 'sheep']?","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3514","RED","Stay awake.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3558","RED","Sheep follow the most absurd arguments.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3607","RED","SHEEP NO MORE","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3613","RED","When ‘non-dogmatic’ information becomes FREE & TRANSPARENT it becomes a threat to those who attempt to control the narrative and/or stable [livestock kept – sheep].","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3613","RED","When you are awake, you stand on the outside of the stable (‘group-think’ collective), and have ‘free thought’.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3644","RED","People awake = greatest fear.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3645","RED","Public awakening coming.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3662","RED","You awake, and thinking for yourself, is their greatest fear.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3662","RED","Sheep no more.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3684","RED","Sheep no more.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3716","RED","First indictment [unseal] will trigger mass pop awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3717","RED","First indictment [unseal] will trigger mass pop awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3721","RED","When ‘non-dogmatic’ information becomes FREE & TRANSPARENT it becomes a threat to those who attempt to control the narrative and/or stable [livestock kept – sheep].","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3721","RED","When you are awake, you stand on the outside of the stable (‘group-think’ collective), and have ‘free thought’.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3728","RED","Sometimes you must sacrifice yourself for the greater good.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3761","RED","People awake is their greatest fear.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3792","RED","Sheep no more!","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3850","RED","How do you 'awaken' the 'induced coma' public [FAKE NEWS control] from their long sleep?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3858","RED","When ‘non-dogmatic’ information becomes FREE & TRANSPARENT it becomes a threat to those who attempt to control the narrative and/or stable [livestock kept – sheep].","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3858","RED","When you are awake, you stand on the outside of the stable (‘group-think’ collective), and have ‘free thought’.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3877","RED",">A public awake is their greatest fear<","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3880","RED","They fear an awake public.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"3905","RED","When ‘non-dogmatic’ information becomes FREE & TRANSPARENT it becomes a threat to those who attempt to control the narrative and/or stable [livestock kept – sheep].","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3905","RED","When you are awake, you stand on the outside of the stable (‘group-think’ collective), and have ‘free thought’.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3906","RED","When you are awake, you stand on the outside of the stable (‘group-think’ collective), and have ‘free thought’.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3906","RED","When you are awake, you are able to clearly see.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3906","RED","Difficult truths will soon see the light of day.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3907","RED","We allowed EVIL to prey on us.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3907","RED","The evil and corruption only grew.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3913","RED","Are you awake yet?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3918","RED","Difficult to imagine media [D party] willing to sacrifice lives in order to regain power?","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3918","RED","Difficult truths will soon see the light of day.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3931","RED","Something far more sinister [evil] has been allowed to flourish through all parts of our society.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3963","RED","An informed [awake] public holds all the keys.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3967","RED","These people are pure evil.","Evil / moral language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3970","RED","Think of the World Awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"3992","RED","[MUELLER] designed to ‘safeguard’ D_PARTY_BASE false narrative re: RUSSIA COLLUSION [POTUS CHEATED – EVIL – SKY FALLING] in effort to DIVIDE and MOBILIZE for future protests, riots, threats, violence, FF’s, etc.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4013","RED","When you are awake you are able to see clearly.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4015","RED","Control of the population [sheep]?","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4093","RED","People [an informed free-thinking pubic] awake is their greatest fear.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4176","RED","Awake yet?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4294","RED","Reconcile: Release of convicts from prison [evil releases evil].","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4318","RED","Only when information [truth] becomes free [uncontrolled] will people awaken to the levers of control placed upon them.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4332","RED","Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"4339","RED","Evil surrounds us.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4340","RED","Evil surrounds us.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4341","RED","Evil surrounds us.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4342","RED","Evil surrounds us.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4389","RED","Dark to Light.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4397","RED","Your life means nothing to them [sheep].","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4409","RED","Your life means nothing to them [sheep].","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4426","RED","People are awake and see what is happening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4461","RED","Only when evil is forced into the light can we defeat it.","Evil / moral language; Light / darkness metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4463","RED","A rigged system of control and corruption [evil].","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4466","RED","Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4467","RED","You awake is their greatest fear.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4469","RED","The Soldier was unarmed and knew they would most certainly die (as did most who fought), but understood that the fight, that their lives, was worth the cost (self-sacrifice).","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4481","RED","Only when evil is forced into the light can we defeat it.","Evil / moral language; Light / darkness metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4490","RED","People are awake to the truth.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4509","RED","Mission 2: Support role of other digital soldiers [one falls another stands (rises)] Mission 3: Guide [awaken] others through use of facts [DECLAS 1-99 material and other relevant facts] and memes [decouple MSDNC control of info stream] _ask 'counter' questions to initiate 'thought' vs repeat [echo] of MSDNC propaganda Mission 4: Learn use of camouflage [digitally] _primary account suspended-terminated _use of secondary Mission 5: Identify strengths / weaknesses [personal and designated target(s)] re: Twitter & FB [+other] example re: meme(s) failure to read through use of ALGO [think Tron (MCP_master control program)] _dependence on person-to-person capture [slow response time unidentified user(s)] Game theory.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4522","RED","Evil surrounds us.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4535","RED","When ‘non-dogmatic’ information becomes FREE & TRANSPARENT it becomes a threat to those who attempt to control the narrative and/or stable [livestock kept – sheep].","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4535","RED","When you are awake, you stand on the outside of the stable (‘group-think’ collective), and have ‘free thought’.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4541","RED","And yet the former are the object of a sort of discrimination which places them in a situation of moral inferiority with respect to their adversaries, who often hold strategic positions in government, in politics, in the economy and in the media.","Evil / moral language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/embedded religious letter reproduced in Q post",""
"4545","RED","Evil [darkness] has never been so exposed to light.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4545","RED","If America falls darkness will soon follow.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4553","RED","[How to herd the sheep (you) 101]","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4556","RED","[How to herd the sheep (you) 101]","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"4559","RED","A MARK OF RESPECT TO THEIR MEMORY TO THOSE WHO WILLFULLY SACRIFICED THEIR LIVES TO DEFEND.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
