Post,Sentence,GPT Category,Claude Category,Matches GPT,Confidence,Note
1438,IDEN_reconf v.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
1439,Pain.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1441,Blackwater on GUARD.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1493,Lee S.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1528,Barcelona.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1528,Truth.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1528,Light.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1578,It�s time.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1579,Boom!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1585,We fight.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1595,Conspiracy no more.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1601,Feel proud.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1607,No more.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1607,RBG next.,Statement / Fragment,Q Predictions,NO,high,predictive
1637,The Plan.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1641,Shareblue.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1644,Conspiracy no more.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1646,WE FIGHT.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1670,Fake news!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1743,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1749,We FIGHT TOGETHER.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1749,"WE, THE PEOPLE!",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1751,Peace through strength.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1788,[Less than 10].,Statement / Fragment,Q [ Brackets ],NO,high,bare bracketed token
1789,Game Theory.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1816,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1822,"WE, THE PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1827,Showtime!,Statement / Fragment,Q Predictions,NO,high,predictive
1853,TRUTH to power.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1928,Showtime.,Statement / Fragment,Q Predictions,NO,high,predictive
1929,Showtime.,Statement / Fragment,Q Predictions,NO,high,predictive
1941,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1951,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1978,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1991,"""Ms.",Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
2039,"WE, THE PEOPLE!",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2069,Magic Sword.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
2072,Coincidence vs.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
2094,Military Law v.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
2096,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
2096,We FIGHT.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2096,Conspiracy no more.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2142,"We, thank you.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2174,"WE, THE PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2209,Truth to Power.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2211,Coincidence vs.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
2214,Castle LOCK.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
2275,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
2293,Hive Mind.,Statement / Fragment,Q Themes,NO,high,recurring concept
2332,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
2333,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
2352,"WE, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2385,Today.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
2386,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2403,"We, the People.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2421,& another prior to.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
2427,Fake News.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2472,Boomerang Suicide.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2478,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2515,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2523,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2559,"WE, THE PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2604,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2645,"WE, THE PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2670,Red Castle.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
2677,We never left.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2735,F15.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
2816,Game-Theory.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
2966,[-48] Dark.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
2980,Death Blossom.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
3038,Mental Enslavement.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3220,This.,Statement / Fragment,Q Directives,NO,high,split of 'THINK FOR YOURSELF' — one word per line in the drop
3220,FOR.,Statement / Fragment,Q Directives,NO,high,split of 'THINK FOR YOURSELF' — one word per line in the drop
3256,USA v.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
3326,"We, The People.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3378,For HUMANITY!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3383,M.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
3383,N.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
3383,J.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
3465,"We, the PEOPLE!",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3586,Whistleblower(s) vs.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
3588,Boomerang.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3593,For Humanity.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3593,We FIGHT!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3594,For Humanity.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3594,We FIGHT!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3615,Game Over.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3638,18 U.S.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
3638,Code �?2385.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
3656,"We, the People.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3677,"We, the People.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3682,"We, the People.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3702,Game theory.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3709,Dark > Light.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3716,Marker [9].,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
3717,Marker [9].,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
3778,Rep.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
3778,Rep.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
3778,Rep.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
3778,Sen.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
3778,Sen.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
3782,Castle clean.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
3806,Boomerang.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3849,Justice.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3891,Rig for Red.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
3906,Mental Enslavement.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
3929,Game theory.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4024,Game theory.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4051,"We, the PEOPLE!",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4066,Dark > LIGHT.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4082,For humanity.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4122,A: No.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
4143,Meat.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
4206,IN.,Statement / Fragment,Q Themes,NO,high,split of 'PANIC. IN. DC.'
4255,Where.,Statement / Fragment,Q Themes,NO,high,"split of 'WHERE WE GO ONE, WE GO ALL' — one word per line in the drop"
4255,We.,Statement / Fragment,Q Themes,NO,high,"split of 'WHERE WE GO ONE, WE GO ALL' — one word per line in the drop"
4255,One.,Statement / Fragment,Q Themes,NO,high,"split of 'WHERE WE GO ONE, WE GO ALL' — one word per line in the drop"
4255,We.,Statement / Fragment,Q Themes,NO,high,"split of 'WHERE WE GO ONE, WE GO ALL' — one word per line in the drop"
4255,All.,Statement / Fragment,Q Themes,NO,high,"split of 'WHERE WE GO ONE, WE GO ALL' — one word per line in the drop"
4284,Infiltration not invasion.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4310,Michael S.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
4325,"We, the People.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4352,Irregular warefare.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4352,Insurgency.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4424,Army Strong.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4509,Game theory.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4526,The 'Guardian'.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
4542,Mr.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
4543,Infiltration not invasion.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4599,August.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
4645,Irregular warfare.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4645,Insurgency.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4645,Infiltration not invasion.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4699,Infiltration not invasion.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
4762,Not long now.,Statement / Fragment,Q Predictions,NO,high,predictive slogan
4808,Nightwatch.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
4850,Mr.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
4891,Why wouldn't H.,Statement / Fragment,Q Questions,NO,low,question form despite period; split-sentence fragment (period after abbreviation broke the sentence)
4935,Sen.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
4935,Sen.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
4935,Sen.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
4935,Gov.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
