Post,Sentence,GPT Category,Claude Category,Matches GPT,Confidence,Note
2788,GOD BLESS YOU ALL.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
2807,GOD BLESS THE UNITED STATES OF AMERICA.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
2857,God bless each and every one of you.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
3056,God bless.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
3503,God bless and thank you.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
3683,God bless you.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
3907,GOD BLESS AMERICA.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
3950,God bless each and every one of you.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
4276,God bless you and your family.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
4387,GOD BLESS AMERICA.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
4530,God bless each and every one of you.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
4608,God Bless America.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
4648,God bless.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
4923,God bless you.,Blessing / Prayer,Q Themes,YES,high,blessing — religion/spirituality theme
3,It finally came out that Rod/Bob were key players in the Uranium scandal.,Claim,Q Claims,YES,high,
3,Many in our govt worship Satan.,Claim,Q Claims,YES,high,
3,Not about Republicans v Democrats at this stage.,Claim,Q Claims,YES,high,
4,"Some of us come here to drop crumbs, just crumbs.",Claim,Q Claims,YES,high,
4,To suggest this is the plan is false and should be common sense.,Claim,Q Claims,YES,high,
4,This was a hostile takeover from an evil corrupt network of players (not just Democrats).,Claim,Q Claims,YES,high,
6,"Some of us come here to drop crumbs, just crumbs.",Claim,Q Claims,YES,high,
6,To suggest this is the plan is false and should be common sense.,Claim,Q Claims,YES,high,
6,This was a hostile takeover from an evil corrupt network of players (not just Democrats).,Claim,Q Claims,YES,high,
8,AG Sessions on leakers.,Claim,Q Claims,YES,high,
9,D�s formed the confederate states against freeing slaves.,Claim,Q Claims,YES,high,
9,D�s formed the KKK.,Claim,Q Claims,YES,high,
9,Through the looking glass.,Claim,Q Claims,YES,high,
10,"Again, good people were forced into bed with this evil under personal and family threats.",Claim,Q Claims,YES,high,
11,They lost this very important power _ the one area of the govt not corrupt and directly serves POTUS.,Claim,Q Claims,YES,high,
12,Good guys are winning.,Claim,Q Claims,YES,high,
20,Why aren�t phones allowed in this room (one of many).,Claim,Q Questions,NO,high,question form despite period
22,The masses tend to panic in such situations.,Claim,Q Claims,YES,high,
23,They knew our agencies would grow in power so much so they could/can hold the executive hostage or engage with bad actors.,Claim,Q Claims,YES,high,
29,"The truth would sound so outrageous most Americans would riot, revolt, reject, etc.",Claim,Q Claims,YES,high,
29,We pray every single day for God�s guidance and direction as we are truly up against pure evil.,Claim,Q Claims,YES,high,
30,I can hint and point but cannot give too many highly classified data points.,Claim,Q Claims,YES,high,
30,These keywords and questions are framed to reduce sniffer programs that continually absorb and analyze data then pushed to z terminals for eval.,Claim,Q Claims,YES,high,
31,We are in one of the most critical times of our country.,Claim,Q Claims,YES,high,
31,Trump and others are working to balance the we�re doing well for America (for the common person to endorse) while at the same time purify our govt and remove the bad actors who are entrenched.,Claim,Q Claims,YES,high,
33,"It�s being monitored, recorded, and analyzed and don�t want the clutter.",Claim,Q Claims,YES,high,
34,Podesta (actionable 11.4).,Claim,Q Claims,YES,high,
35,"Love is patient, love is kind.�",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
36,No leaks.,Claim,Q Claims,YES,high,
36,Background and potential role.,Claim,Q Claims,YES,high,
36,These are crumbs and you cannot imagine the full and complete picture.,Claim,Q Claims,YES,high,
36,There is simply no other way than to use the military.,Claim,Q Claims,YES,high,
36,It�s that corrupt and dirty.,Claim,Q Claims,YES,high,
40,"A,b,c,d,e......",Claim,Q Claims,YES,high,
41,What a coincidence the mountain that housed NK�s nuclear weapons and testing collapsed.,Claim,Q Claims,YES,high,
41,Unbelievable timing.,Claim,Q Claims,YES,high,
42,We serve at the pleasure of the President.,Claim,Q Claims,YES,high,
49,It's a name recognized around the world.,Claim,Q Claims,YES,high,
51,We hear all Americans such as yourself.,Claim,Q Claims,YES,high,
52,You can play this game with most D's and many R's.,Claim,Q Claims,YES,high,
56,"Her mother, Saleha Abedin, sits on the Presidency Staff Council of the International Islamic Council for Da�wa and Relief, a group that is chaired by the leader of the Muslim Brotherhood, Sheikh Yusuf al-Qaradawi.",Claim,Q Claims,YES,high,
56,Abedin�s involvement in the Journal and the Muslim Brotherhood.,Claim,Q Claims,YES,high,
56,The Clinton surrogate group Media Matters claimed predictably there was �no evidence� that Ms.,Claim,Q Claims,YES,high,
56,"To debunk the evidence, Media Matters pointed to a Snopes.com �fact-check� piece that cited as its sole source� Senator John McCain.",Claim,Q Claims,YES,high,
59,The questions provide answers.,Claim,Q Claims,YES,high,
59,"Hence, why we are dedicating 'critical' time to distribute crumbs which can be followed in greater detail to paint the entire picture once more information is released.",Claim,Q Claims,YES,high,
59,Sealed Federal orders pre-submitted as prevention and masked as 'in general' (though that does not account for rogue agents/programmers within).,Claim,Q Claims,YES,high,
60,Operators never divulge.,Claim,Q Claims,YES,high,
61,"As discussed, we've anticipated the Twitter and other social media blackouts.",Claim,Q Claims,YES,high,
61,Rogue agents/programmers.,Claim,Q Claims,YES,high,
65,Three letter agency embedded tracking/up-channel into POTUS' Twitter to specifically target through specialized geo and send his location.,Claim,Q Claims,YES,high,
65,Perhaps more posts to follow as expected imminent departure.,Claim,Q Claims,YES,high,
67,Nice view up here.,Claim,Q Claims,YES,high,
69,"All share one title in common and that is the title of ""Hero.""",Claim,Q Claims,YES,high,
69,"He makes me lie down in green pastures, he leads me beside quiet waters, he refreshes my soul.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
69,He guides me along the right paths for his name�s sake.,Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
69,You prepare a table before me in the presence of my enemies.,Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
69,You anoint my head with oil; my cup overflows.,Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
70,Martial law declared in SA.,Claim,Q Claims,YES,high,
70,What are the laws in SA v.,Claim,Q Questions,NO,low,question form despite period; split-sentence fragment (period after abbreviation broke the sentence)
71,HRC lost.,Claim,Q Claims,YES,high,
71,Flying objects.,Claim,Q Claims,YES,high,
71,Questions provide answers.,Claim,Q Claims,YES,high,
76,Martial law declared in SA.,Claim,Q Claims,YES,high,
76,What are the laws in SA v.,Claim,Q Questions,NO,low,question form despite period; split-sentence fragment (period after abbreviation broke the sentence)
77,HRC lost.,Claim,Q Claims,YES,high,
77,Flying objects.,Claim,Q Claims,YES,high,
77,Questions provide answers.,Claim,Q Claims,YES,high,
80,Saudi Arabia - the Bloody Wonderland.,Claim,Q Claims,YES,high,
82,Saudi Arabia - the Bloody Wonderland.,Claim,Q Claims,YES,high,
83,Simplified.,Claim,Q Claims,YES,high,
83,Saudi Arabia - the Bloody Wonderland.,Claim,Q Claims,YES,high,
84,Organized and in order.,Claim,Q Claims,YES,high,
84,Critical for understanding and review.,Claim,Q Claims,YES,high,
85,Classified.,Claim,Q Claims,YES,high,
86,Saudi Arabia - The Bloody Wonderland.,Claim,Q Claims,YES,high,
88,Darkness.,Claim,Q Themes,NO,high,recurring movement refrain
88,Scare tactics (MSM).,Claim,Q Claims,YES,high,
88,D's falling.,Claim,Q Claims,YES,high,
88,"SA (1), US (2), Asia (3), EU (4).",Claim,Q Claims,YES,high,
88,Military operations.,Claim,Q Claims,YES,high,
88,Operators in US.,Claim,Q Claims,YES,high,
90,Confirmed.,Claim,Q Claims,YES,high,"operational status assertion, not a slogan"
90,Classified.,Claim,Q Claims,YES,high,
91,Obama also had an alias along with each of his cabinet members.,Claim,Q Claims,YES,high,
92,Seth Rich only mentioned because it directly relates to SA.,Claim,Q Claims,YES,high,
92,Top floors only.,Claim,Q Claims,YES,high,
92,Classified.,Claim,Q Claims,YES,high,
94,Bill wants a deal.,Claim,Q Claims,YES,high,
94,Playing the former President card.,Claim,Q Claims,YES,high,
96,That's the entire point of this operation.,Claim,Q Claims,YES,high,
96,Your President needs your help.,Claim,Q Claims,YES,high,
96,He wants full transparency for the great people of this country.,Claim,Q Claims,YES,high,
97,Moves and countermoves.,Claim,Q Themes,NO,high,recurring refrain
97,False flags.,Claim,Q Claims,YES,high,
97,Darnkess.,Claim,Q Claims,YES,high,
97,Good v.,Claim,Q Themes,NO,low,recurring movement refrain; split-sentence fragment (period after abbreviation broke the sentence)
97,Clarified.,Claim,Q Claims,YES,high,
97,Crumbs not only for /pol/.,Claim,Q Claims,YES,high,
97,Others monitoring (friends and enemies).,Claim,Q Claims,YES,high,
97,Instructions.,Claim,Q Claims,YES,high,
98,Important more than you know.,Claim,Q Claims,YES,high,
99,US assets.,Claim,Q Claims,YES,high,
99,Strings detached.,Claim,Q Claims,YES,high,
100,Migrants.,Claim,Q Claims,YES,high,
100,Assets.,Claim,Q Claims,YES,high,
100,Operations.,Claim,Q Claims,YES,high,
100,Spirit cooking.,Claim,Q Claims,YES,high,
100,Speed.,Claim,Q Claims,YES,high,
101,Graphic confirmed.,Claim,Q Claims,YES,high,
105,High value targets.,Claim,Q Claims,YES,high,
106,SA cut the strings.,Claim,Q Claims,YES,high,
111,Funds frozen.,Claim,Q Claims,YES,high,
111,Recent events.,Claim,Q Claims,YES,high,
112,Elections (tues) no longer matter at this stage.,Claim,Q Claims,YES,high,
113,Social media platforms.,Claim,Q Claims,YES,high,
113,Speed.,Claim,Q Claims,YES,high,
114,US Military = savior of mankind.,Claim,Q Claims,YES,high,
122,Operations underway.,Claim,Q Claims,YES,high,
122,Operators active.,Claim,Q Claims,YES,high,
126,Curious.,Claim,Q Claims,YES,high,
128,Trip added.,Claim,Q Claims,YES,high,
128,[C]oordinated effort to misdirect.,Claim,Q Claims,YES,high,
128,Guide to reading the crumbs necessary to cont[I]nue.,Claim,Q Claims,YES,high,
128,Everything.,Claim,Q Claims,YES,high,
128,Future provides past.,Claim,Q Claims,YES,high,
128,Ope[r]ations underway.,Claim,Q Claims,YES,high,
128,Operators [a]ctive.,Claim,Q Claims,YES,high,
128,Moves and countermoves.,Claim,Q Themes,NO,high,recurring refrain
129,Dismantled.,Claim,Q Claims,YES,high,
131,POTUS NAT SEC E briefing 3:02am.,Claim,Q Claims,YES,high,
132,Confirmed.,Claim,Q Claims,YES,high,"operational status assertion, not a slogan"
133,Important to progress.,Claim,Q Claims,YES,high,
133,Public wealth disclosures � False.,Claim,Q Claims,YES,high,
133,Many governments of the world feed the �Eye�.,Claim,Q Claims,YES,high,
134,One side of the triangle removed (1st time in history).,Claim,Q Claims,YES,high,
134,Other sides falling.,Claim,Q Claims,YES,high,
140,Wealth (over generations) buys power.,Claim,Q Claims,YES,high,
140,Families combined (TRI) = NWO.,Claim,Q Claims,YES,high,
140,Strings cut (+++).,Claim,Q Claims,YES,high,
140,Puppets (+++) in shadows.,Claim,Q Claims,YES,high,
140,Enormous scale of events currently ongoing.,Claim,Q Claims,YES,high,
140,Crumbs make bread.,Claim,Q Claims,YES,high,
140,Operations active.,Claim,Q Claims,YES,high,
140,Joint missions underway.,Claim,Q Claims,YES,high,
140,Jason Bourne (2016)(Dream/CIA).,Claim,Q Claims,YES,high,
142,Who is A.,Claim,Q Questions,NO,high,question form despite period
142,What is A.,Claim,Q Questions,NO,high,question form despite period
142,Jason Bourne (CIA/Dream).,Claim,Q Claims,YES,high,
143,Confirmed.,Claim,Q Claims,YES,high,"operational status assertion, not a slogan"
144,Patriots don�t sleep.,Claim,Q Claims,YES,high,
144,"40,000ft. v. necessary to understand [US]/SA/global events.",Claim,Q Claims,YES,high,
144,Higher the altitude greater the [risk] of conspiracy ST.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
144,(New) Age of Enlightenment.,Claim,Q Claims,YES,high,
144,Primary objective from beginning: POTUS discredit MSM.,Claim,Q Claims,YES,high,
144,Alice & Wonderland � understood.,Claim,Q Claims,YES,high,
144,Snow White � understood.,Claim,Q Claims,YES,high,
144,Senate & Congress = puppets (not all)(power shift).,Claim,Q Claims,YES,high,
